0.25000,0,0
0.25000,0,0
0.25000,0,0
0.52000,0,0
0.52000,0,0
0.52000,0,0
0.40000,0,0
0.40000,0,0
0.40000,0,0
0.85000,0,0
0.85000,0,0
0.85000,0,0
0.88000,0,0
0.88000,0,0
0.88000,0,0
0.12000,0,0
0.12000,0,0
0.12000,0,0
0.72000,0,0
0.72000,0,0
0.72000,0,0
0.75000,0,0
0.75000,0,0
0.75000,0,0
0.25000,0,0
0.25000,0,0
0.25000,0,0
0.68000,0,0
0.68000,0,0
0.68000,0,0
0.06000,0,0
0.06000,0,0
0.06000,0,0
0.91000,0,0
0.91000,0,0
0.91000,0,0
0.45000,0,0
0.45000,0,0
0.45000,0,0
0.21000,0,0
0.21000,0,0
0.21000,0,0
0.60000,0,0
0.60000,0,0
0.60000,0,0
0.33000,0,0
0.33000,0,0
0.33000,0,0
0.69000,0,0
0.69000,0,0
0.69000,0,0
0.42000,0,0
0.42000,0,0
0.42000,0,0
0.18000,0,0
0.18000,0,0
0.18000,0,0
0.57000,0,0
0.57000,0,0
0.57000,0,0
0.86000,0,0
0.86000,0,0
0.86000,0,0
0.78000,0,0
0.78000,0,0
0.78000,0,0
0.73000,0,0
0.73000,0,0
0.73000,0,0
0.27000,0,0
0.27000,0,0
0.27000,0,0
0.21500,1535,15360
0.21500,14,24
0.21500,12,20
0.40950,1535,15360
0.40950,14,24
0.40950,12,20
0.37550,1535,15360
0.37550,14,24
0.37550,12,20
0.73301,2303,23040
0.73301,185,338
0.73301,75,128
0.39868,2303,23040
0.39868,185,338
0.39868,75,128
0.70000,2303,23040
0.70000,387,742
0.70000,151,244
0.78261,1151,11520
0.78261,1,4
0.78261,1,4
0.88382,767,7680
0.88382,129,256
0.88382,39,74
0.18585,1151,11520
0.18585,323,616
0.18585,91,178
0.71349,2303,23040
0.71349,599,1166
0.71349,151,268
0.23498,2303,23040
0.23498,289,548
0.23498,75,142
0.46043,2303,23040
0.46043,599,1166
0.46043,151,244
0.62772,1151,11520
0.62772,145,266
0.62772,43,78
0.85000,767,7680
0.85000,3,4
0.85000,3,4
0.25044,767,7680
0.25044,199,398
0.25044,63,124
0.72206,383,3840
0.72206,97,208
0.72206,35,68
0.82726,575,5760
0.82726,203,384
0.82726,87,162
0.63130,575,5760
0.63130,157,305
0.63130,77,149
0.45592,575,5760
0.45592,263,424
0.45592,73,130
0.59818,575,5760
0.59818,155,311
0.59818,55,109
0.60826,287,2880
0.60826,41,68
0.60826,20,34
0.62784,575,5760
0.62784,203,398
0.62784,57,116
0.59683,383,3840
0.59683,3,6
0.59683,3,6
0.35060,383,3840
0.35060,215,440
0.35060,87,156
0.00005,0,10
0.00029,0,10
0.00020,0,10
0.00001,0,10
0.00001,0,10
0.00032,0,10
0.00006,0,10
0.00005,0,10
0.00000,0,10
0.00001,0,10
0.00005,0,10
0.00004,0,10
0.00001,0,10
0.00017,0,10
0.00010,0,10
0.00000,0,10
0.00002,0,10
0.00050,0,10
0.00002,0,10
0.00002,0,10
